web-scraper-order,web-scraper-start-url,school_name,school_name-href,print,print-href,type,ug_total_enroll,total_g_enroll,total_other_enroll,disciplines,discipline_degrees,description,faculty_departments,faculty_numbers,ug_tuition,ug_applicants,ug_offered,ug_enrolled,ug_sat,ug_act,g_tuition,g_applicants,g_offered,g_enrolled
"1553492019-129","http://profiles.asee.org/","University of Southern California","http://profiles.asee.org/profiles/8007/screen/1?school_name=University+of+Southern+California","print entire profile","http://profiles.asee.org/profiles/8007/print_all","PRIVATE","20,000","27,500","","[{""disciplines"":""Aerospace Engineering""},{""disciplines"":""Other Engineering Disciplines""},{""disciplines"":""Biomedical Engineering""},{""disciplines"":""Chemical Engineering""},{""disciplines"":""Civil Engineering""},{""disciplines"":""Computer Science (inside engineering)""},{""disciplines"":""Electrical/Computer Engineering""},{""disciplines"":""Industrial/Manufacturing/Systems Engineering""},{""disciplines"":""Other Engineering Disciplines""},{""disciplines"":""Engineering (General)""}]","[{""discipline_degrees"":""Aerospace Engineering""},{""discipline_degrees"":""Mechanical Engineering""},{""discipline_degrees"":""Aerospace Engineering""},{""discipline_degrees"":""Biomedical Engineering""},{""discipline_degrees"":""Chemical Engineering""},{""discipline_degrees"":""Environmental Engineering""},{""discipline_degrees"":""Civil Engineering""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Electrical Engineering""},{""discipline_degrees"":""Computer Engineering""},{""discipline_degrees"":""Industrial/Manufacturing/Systems Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""}]","Undergraduates are able to begin their engineering coursework in the freshman year and are admitted as freshmen to the major, and are provided opportunities to become involved in research. Students can also enter the School as an undeclared engineering major. Undergraduates can also minor in a variety of minors throughout the university or within 19 minors within the Viterbi School of Engineering. A variety of special programs and services are offered in support of undergraduate students. 

The USC Viterbi School of Engineering also supports an interactive online program called DEN@Viterbi, designed to enable part-time students to take courses for graduate credit without commuting frequently to campus. Regular campus classes and non-credit continuing education courses are transmitted from studio classrooms at the USC campus via an extensive webcast system to enable students to access their classes anytime, from anywhere. Live instruction can be highly interactive; students can ask questions and carry on discussions with the instructor by telephone (if watching live) or via threaded online chat discussions. Video conferencing during live instruction is also available upon request. Lectures are archived and are available for viewing again at any time during the semester. E-mail allows students to obtain assistance from the instructor or teaching assistant outside of class hours. Class materials are transferred electronically between distant locations.","[{""faculty_departments"":""Aerospace and Mechanical Engineering""},{""faculty_departments"":""Astronautical Engineering""},{""faculty_departments"":""Biomedical Engineering""},{""faculty_departments"":""Chemical/Petroleum + Materials Science""},{""faculty_departments"":""Civil and Environmental Engineering""},{""faculty_departments"":""Computer Science""},{""faculty_departments"":""Electrical Engineering""},{""faculty_departments"":""Industrial and Systems Engineering""},{""faculty_departments"":""Other Graduate Program""},{""faculty_departments"":""Undeclared Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""20""},{""faculty_numbers"":""3""},{""faculty_numbers"":""15""},{""faculty_numbers"":""21""},{""faculty_numbers"":""23""},{""faculty_numbers"":""37""},{""faculty_numbers"":""56""},{""faculty_numbers"":""13""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""188""}]","null","13,284","null","null","[]","[{""ug_act"":""Math Range:""},{""ug_act"":""790""},{""ug_act"":""730""},{""ug_act"":""Reading Range:""},{""ug_act"":""750""},{""ug_act"":""680""},{""ug_act"":""Writing Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Combined Range:""},{""ug_act"":""1540""},{""ug_act"":""1420""}]","null","16,680","null","null"
"1553492803-298","http://profiles.asee.org/","Central Michigan University","http://profiles.asee.org/profiles/8067/screen/1?school_name=Central+Michigan+University","print entire profile","http://profiles.asee.org/profiles/8067/print_all","","14,784","1,068","1,200","[]","[]","Personal advising and mentoring
Strong relation with industry
Small class sizes
Young and energetic faculty
Strong internship opportunities 
High employment rates","[{""faculty_departments"":""Computer Engineering""},{""faculty_departments"":""Advanced Materials""},{""faculty_departments"":""Computer Science1""},{""faculty_departments"":""Electrical Engineering""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""}]","null","1,961","null","null","[]","[]","null","42","null","null"
"1553492513-235","http://profiles.asee.org/","Iowa State University","http://profiles.asee.org/profiles/8042/screen/1?school_name=Iowa+State+University","print entire profile","http://profiles.asee.org/profiles/8042/print_all","PUBLIC","29,621","4,774","597","[{""disciplines"":""Adam Schwartz""},{""disciplines"":""Matthew Darr""},{""disciplines"":""Robert Brown""},{""disciplines"":""David Grewell""},{""disciplines"":""Katelyn Freeseman""},{""disciplines"":""Gul Okudan-Kremer""},{""disciplines"":""Ron Cox""},{""disciplines"":""Peter Collins""},{""disciplines"":""Robert Brown""},{""disciplines"":""Theodore Heindel""},{""disciplines"":""Mark Haase""},{""disciplines"":""Anne Kimber""},{""disciplines"":""Shauna Hallmark""},{""disciplines"":""Tomas Gonzalez-Torres""},{""disciplines"":""Vikram Dalal""},{""disciplines"":""Brent Shanks""},{""disciplines"":""Anne Kimber""},{""disciplines"":""James Oliver""}]","[{""discipline_degrees"":""Aerospace Engineering""},{""discipline_degrees"":""Aerospace Engineering""},{""discipline_degrees"":""Biological Engr. and Agricultural Engr.""},{""discipline_degrees"":""Biological Engr. and Agricultural Engr.""},{""discipline_degrees"":""Chemical Engineering""},{""discipline_degrees"":""Civil Engineering""},{""discipline_degrees"":""Computer Science (outside engineering)""},{""discipline_degrees"":""Electrical Engineering""},{""discipline_degrees"":""Computer Engineering""},{""discipline_degrees"":""Industrial/Manufacturing/Systems Engineering""},{""discipline_degrees"":""Environmental Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Engineering Management""},{""discipline_degrees"":""Engineering (General)""},{""discipline_degrees"":""Engineering (General)""},{""discipline_degrees"":""Engineering (General)""},{""discipline_degrees"":""Computer Engineering""},{""discipline_degrees"":""Engineering (General)""},{""discipline_degrees"":""Civil Engineering""},{""discipline_degrees"":""Engineering (General)""},{""discipline_degrees"":""Biological Engr. and Agricultural Engr.""},{""discipline_degrees"":""Biological Engr. and Agricultural Engr.""},{""discipline_degrees"":""Metallurgical and Matrls. Engineering""},{""discipline_degrees"":""Mechanical Engineering""},{""discipline_degrees"":""Mechanical Engineering""}]","Engineering College Description and Special Characteristics","[{""faculty_departments"":""Aerospace Engineering""},{""faculty_departments"":""Agricultural and Biosystems Engineering""},{""faculty_departments"":""Chemical & Biological Engineering""},{""faculty_departments"":""Civil, Construction, & Environmental Engineering""},{""faculty_departments"":""Computer Science1""},{""faculty_departments"":""Electrical and Computer Engineering""},{""faculty_departments"":""Industrial and Manufacturing Systems Engineering""},{""faculty_departments"":""Interdepartmental""},{""faculty_departments"":""Materials Science and Engineering""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""1.59""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""1.00""},{""faculty_numbers"":""3.16""},{""faculty_numbers"":""1.63""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.58""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.50""},{""faculty_numbers"":""1.32""},{""faculty_numbers"":""8.15""}]","$9,204","5,329","5,112","2,052","[{""ug_sat"":""Math Range:""},{""ug_sat"":""710""},{""ug_sat"":""610""},{""ug_sat"":""Reading Range:""},{""ug_sat"":""670""},{""ug_sat"":""570""},{""ug_sat"":""Writing Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Combined Range:""},{""ug_sat"":""1360""},{""ug_sat"":""1180""}]","[{""ug_act"":""Math Range:""},{""ug_act"":""30""},{""ug_act"":""26""},{""ug_act"":""Composite Range:""},{""ug_act"":""30""},{""ug_act"":""25""}]","$12,740","1,501","469","247"
"1553491930-110","http://profiles.asee.org/","The University of Texas at Arlington","http://profiles.asee.org/profiles/8031/screen/1?school_name=The+University+of+Texas+at+Arlington","print entire profile","http://profiles.asee.org/profiles/8031/print_all","PUBLIC","33,307","13,190","46,490","[]","[]","Teaching, Tenure-Track
	 
		View Gender/Ethnicity Profiles","[]","[]","null","5,566","null","null","[]","[]","null","3,872","null","null"
"1553492458-223","http://profiles.asee.org/","Louisiana Tech University","http://profiles.asee.org/profiles/8209/screen/1?school_name=Louisiana+Tech+University","print entire profile","http://profiles.asee.org/profiles/8209/print_all","PUBLIC","11,185","1,282","","[]","[{""discipline_degrees"":""Steve Jones""},{""discipline_degrees"":""Eric Sherer""},{""discipline_degrees"":""Marilyn Cox""},{""discipline_degrees"":""Jay Wang""},{""discipline_degrees"":""Collin Wick""},{""discipline_degrees"":""Weizhong Dai""},{""discipline_degrees"":""Jean Gourd""},{""discipline_degrees"":""Miguel Gates""},{""discipline_degrees"":""Davis Harbour""},{""discipline_degrees"":""Beth Hegab""},{""discipline_degrees"":""Jun-ing Ker""},{""discipline_degrees"":""Dave Meng""},{""discipline_degrees"":""Kelly Crittenden""},{""discipline_degrees"":""Hisham Hegab""},{""discipline_degrees"":""""},{""discipline_degrees"":""Sandra Zivanovic""},{""discipline_degrees"":""Steven Wells""}]","Teaching, Non-Tenure-Track","[]","[]","null","2,067","null","null","[]","[]","null","235","null","null"
"1553491811-84","http://profiles.asee.org/","Walla Walla University","http://profiles.asee.org/profiles/8204/screen/1?school_name=Walla+Walla+University","print entire profile","http://profiles.asee.org/profiles/8204/print_all","PRIVATE","1,655","201","","[]","[]","Non-Teaching, Research","[{""faculty_departments"":""A two-year community junior college where they were full-time students:""},{""faculty_departments"":""A four-year college or university where they were full-time students:""}]","[]","null","175","null","null","[]","[]","null","null","null","null"
"1553492105-148","http://profiles.asee.org/","William Marsh Rice University","http://profiles.asee.org/profiles/8086/screen/1?school_name=William+Marsh+Rice+University","print entire profile","http://profiles.asee.org/profiles/8086/print_all","PRIVATE","3,962","3,027","135","[]","[]","Undergraduates may major in a traditional engineering field:  chemical, civil, environmental, electrical, materials, or mechanical engineering, or in bioengineering, computational and applied mathematics, computer science, or statistics. These four-year programs lead to either the B.A. or B.S. degree and may qualify students for further study leading to a fifth-year professional master's degree, an M.A. or M.S. degree, or a Ph.D. degree, all of which are offered at Rice. Students are required to balance engineering and science courses with courses in the liberal arts for a well-rounded education. In addition to having an outstanding engineering school, Rice is also an excellent liberal arts university. Although Rice does not offer co-op programs, most engineering undergraduates gain industrial experience through summer internships. More than 65 percent of Rice engineering undergraduates have participated in research projects by the time they graduate. 

Through rigorous engineering education, involvement in research, and meaningful internships, Rice produces engineering graduates who are exceptionally well-prepared for careers in industry or entry into advanced degree programs.","[{""faculty_departments"":""Type of institution:""},{""faculty_departments"":""Academic Year:""},{""faculty_departments"":""Setting of Main Engineering Campus""}]","[]","null","7,902","null","null","[{""ug_sat"":""Bioengineering""},{""ug_sat"":""Bioengineering (B.S.B.)""},{""ug_sat"":""Biomedical Engineering""},{""ug_sat"":""Chemical and Biomolecular Engineering""},{""ug_sat"":""Chemical Engineering (B.A.)""},{""ug_sat"":""Chemical Engineering""},{""ug_sat"":""Chemical and Biomolecular Engineering""},{""ug_sat"":""Chemical Engineering (B.S.Ch.E.)""},{""ug_sat"":""Chemical Engineering""},{""ug_sat"":""Civil and Environmental Engineering""},{""ug_sat"":""Civil and Environmental Engineering (B.A.)""},{""ug_sat"":""Civil/Environmental Engineering""},{""ug_sat"":""Civil and Environmental Engineering""},{""ug_sat"":""Civil Engineering (B.S.C.E.)""},{""ug_sat"":""Civil Engineering""},{""ug_sat"":""Computational and Applied Mathematics""},{""ug_sat"":""Computational and Applied Mathematics (B.A.)""},{""ug_sat"":""Other Engineering Disciplines""},{""ug_sat"":""Computer Science""},{""ug_sat"":""Computer Science (B.A.)""},{""ug_sat"":""Computer Science (inside engineering)""},{""ug_sat"":""Computer Science""},{""ug_sat"":""Computer Science (B.S.C.S.)""},{""ug_sat"":""Computer Science (inside engineering)""},{""ug_sat"":""Electrical and Computer Engineering""},{""ug_sat"":""Electrical Engineering (B.S.E.E.)""},{""ug_sat"":""Electrical Engineering""},{""ug_sat"":""Electrical and Computer Engineering""},{""ug_sat"":""Electrical Engineering (B.A.)""},{""ug_sat"":""Electrical/Computer Engineering""},{""ug_sat"":""Materials Science and NanoEngineering""},{""ug_sat"":""Materials Science and NanoEngineering (B.A.)""},{""ug_sat"":""Metallurgical and Matrls. Engineering""},{""ug_sat"":""Materials Science and NanoEngineering""},{""ug_sat"":""Materials Science and NanoEngineering (B.S.M.S.N.E.)""},{""ug_sat"":""Metallurgical and Matrls. Engineering""},{""ug_sat"":""Mechanical Engineering""},{""ug_sat"":""Mechanical Engineering (B.A.)""},{""ug_sat"":""Mechanical Engineering""},{""ug_sat"":""Mechanical Engineering""},{""ug_sat"":""Mechanical Engineering (B.S.M.E.)""},{""ug_sat"":""Mechanical Engineering""},{""ug_sat"":""Statistics""},{""ug_sat"":""Statistics (B.A.)""},{""ug_sat"":""Other Engineering Disciplines""},{""ug_sat"":""Undeclared""},{""ug_sat"":""Undeclared""},{""ug_sat"":""Other Engineering Disciplines""}]","[{""ug_act"":""Bioengineering""},{""ug_act"":""Bioengineering (M.B.E.)""},{""ug_act"":""Biomedical Engineering""},{""ug_act"":""Bioengineering""},{""ug_act"":""Bioengineering (M.S.)""},{""ug_act"":""Biomedical Engineering""},{""ug_act"":""Chemical and Biomolecular Engineering""},{""ug_act"":""Chemical Engineering (M.S.)""},{""ug_act"":""Chemical Engineering""},{""ug_act"":""Chemical and Biomolecular Engineering""},{""ug_act"":""Chemical Engineering (M.Ch.E.)""},{""ug_act"":""Chemical Engineering""},{""ug_act"":""Civil and Environmental Engineering""},{""ug_act"":""Civil and Environmental Engineering (M.C.E.E.)""},{""ug_act"":""Civil/Environmental Engineering""},{""ug_act"":""Civil and Environmental Engineering""},{""ug_act"":""Civil and Environmental Engineering (M.S.)""},{""ug_act"":""Civil/Environmental Engineering""},{""ug_act"":""Computational and Applied Mathematics""},{""ug_act"":""Computational and Applied Math (M.C.A.M.)""},{""ug_act"":""Other Engineering Disciplines""},{""ug_act"":""Computational and Applied Mathematics""},{""ug_act"":""Computational and Applied Mathematics (M.A.)""},{""ug_act"":""Other Engineering Disciplines""},{""ug_act"":""Computational and Applied Mathematics""},{""ug_act"":""Computational Science and Engineering (M.C.S.E.)""},{""ug_act"":""Other Engineering Disciplines""},{""ug_act"":""Computer Science""},{""ug_act"":""Computer Science (M.S.)""},{""ug_act"":""Computer Science (inside engineering)""},{""ug_act"":""Computer Science""},{""ug_act"":""Computer Science (M.C.S.)""},{""ug_act"":""Computer Science (inside engineering)""},{""ug_act"":""Electrical and Computer Engineering""},{""ug_act"":""Electrical and Computer Engineering (M.S.)""},{""ug_act"":""Electrical/Computer Engineering""},{""ug_act"":""Electrical and Computer Engineering""},{""ug_act"":""Electrical Engineering (M.E.E.)""},{""ug_act"":""Electrical Engineering""},{""ug_act"":""Materials Science and NanoEngineering""},{""ug_act"":""Materials Science and NanoEngineering (M.S.)""},{""ug_act"":""Metallurgical and Matrls. Engineering""},{""ug_act"":""Materials Science and NanoEngineering""},{""ug_act"":""Materials Science and NanoEngineering (M.M.S.N.E.)""},{""ug_act"":""Metallurgical and Matrls. Engineering""},{""ug_act"":""Mechanical Engineering""},{""ug_act"":""Mechanical Engineering (M.S.)""},{""ug_act"":""Mechanical Engineering""},{""ug_act"":""Mechanical Engineering""},{""ug_act"":""Mechanical Engineering (M.M.E.)""},{""ug_act"":""Mechanical Engineering""},{""ug_act"":""Statistics""},{""ug_act"":""Statistics (M.A.)""},{""ug_act"":""Other Engineering Disciplines""},{""ug_act"":""Statistics""},{""ug_act"":""Statistics (M.S.T.A.T.)""},{""ug_act"":""Other Engineering Disciplines""}]","$46,600","4,494","848","303"
"1553491866-96","http://profiles.asee.org/","Union College","http://profiles.asee.org/profiles/8137/screen/1?school_name=Union+College","print entire profile","http://profiles.asee.org/profiles/8137/print_all","null","null","null","null","[]","[{""discipline_degrees"":""Tot - Program Totals\n\n        Two - Two or More""}]","Financial Aid Transcript, Free Application for Federal Student Aid (FAFSA), Federal Tax Return Forms (IRS), College Scholarship Service Financial Aid PROFILE (CCS/PROFILE)","[]","[]","null","null","null","null","[]","[]","null","null","null","null"
"1553492700-276","http://profiles.asee.org/","University of Denver","http://profiles.asee.org/profiles/8254/screen/1?school_name=University+of+Denver","print entire profile","http://profiles.asee.org/profiles/8254/print_all","PRIVATE","5,845","5,559","936","[]","[]","Teaching, Tenure-Track: Associate Professor Profiles","[{""faculty_departments"":""1st & 2nd Year Common Curriculum""},{""faculty_departments"":""Applied Research & Technology Institute""},{""faculty_departments"":""Computer Science""},{""faculty_departments"":""Electrical & Computer Engineering""},{""faculty_departments"":""Mechanical & Materials Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""}]","null","2,816","null","null","[]","[]","null","449","null","null"
"1553492817-301","http://profiles.asee.org/","The Catholic University of America","http://profiles.asee.org/profiles/8217/screen/1?school_name=The+Catholic+University+of+America","print entire profile","http://profiles.asee.org/profiles/8217/print_all","PRIVATE","3,332","2,624","5,956","[]","[{""discipline_degrees"":""Biomedical Engineering""},{""discipline_degrees"":""Civil Engineering""},{""discipline_degrees"":""Electrical Engineering""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Mechanical Engineering""}]","Teaching, Non-Tenure-Track","[{""faculty_departments"":""Biomedical Engineering""},{""faculty_departments"":""Civil and Environmental Engineering""},{""faculty_departments"":""Data Analytics""},{""faculty_departments"":""Electrical Engineering & Computer Science""},{""faculty_departments"":""Engineering Management""},{""faculty_departments"":""Materials Science and Engineering""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""1.67""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.33""},{""faculty_numbers"":""0.67""},{""faculty_numbers"":""2.67""}]","null","702","null","null","[{""ug_sat"":""Math Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Composite Range:""},{""ug_sat"":""30""},{""ug_sat"":""25""}]","[]","null","176","null","null"
"1553491861-95","http://profiles.asee.org/","U.S. Coast Guard Academy","http://profiles.asee.org/profiles/8226/screen/1?school_name=U.S.+Coast+Guard+Academy","print entire profile","http://profiles.asee.org/profiles/8226/print_all","PUBLIC","1,063","","","[]","[]","The Coast Guard Academy is a military academy located in a small port city setting.  Students have responsibilities throughout the year including two full academic semesters and a summer training program.  The school offers accredited degrees in Civil, Electrical, Mechanical, and Naval Architecture & Marine Engineering.  Other academic departments include Humanities, Mathematics, Economics & Management, and Science.  All graduates complete a full four year program at the Academy.  Graduates earn a BS degree and a commission as an Ensign in the U.S. Coast Guard.  Major area course work for engineering students commences in the sophomore year, culminating in a senior capstone design project.  The academic program also includes standard college level humanities, social science, science, and mathematics core courses.  Professional development courses such as navigation and leadership provide additional special skills required of a Coast Guard Officer.","[{""faculty_departments"":""Civil Engineering""},{""faculty_departments"":""Electrical Engineering""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Naval Architecture & Marine Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""}]","null","930","null","null","[]","[]","null","null","null","null"
"1553492961-332","http://profiles.asee.org/","Bradley University","http://profiles.asee.org/profiles/8245/screen/1?school_name=Bradley+University","print entire profile","http://profiles.asee.org/profiles/8245/print_all","PRIVATE","4,606","908","368","[]","[{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INUNIV""}]","null","[]","[]","null","null","null","null","[]","[]","null","null","null","null"
"1553492086-144","http://profiles.asee.org/","Rowan University","http://profiles.asee.org/profiles/8087/screen/1?school_name=Rowan+University","print entire profile","http://profiles.asee.org/profiles/8087/print_all","PUBLIC","16,120","2,228","1,117","[{""disciplines"":""""}]","[{""discipline_degrees"":""Biomedical Engineering""},{""discipline_degrees"":""Chemical Engineering""},{""discipline_degrees"":""Civil Engineering""},{""discipline_degrees"":""Electrical/Computer Engineering""},{""discipline_degrees"":""Engineering Management""},{""discipline_degrees"":""Engineering Management""},{""discipline_degrees"":""Mechanical Engineering""}]","Teaching, Non-Tenure-Track","[{""faculty_departments"":""Biomedical\nEngineering""},{""faculty_departments"":""Chemical Engineering""},{""faculty_departments"":""Civil & Environmental Engineering""},{""faculty_departments"":""Electrical & Computer Engineering""},{""faculty_departments"":""Engineering""},{""faculty_departments"":""Engineering Management""},{""faculty_departments"":""Experiential Engineering Education""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.99""},{""faculty_numbers"":""1.65""},{""faculty_numbers"":""1.98""},{""faculty_numbers"":""2.31""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""1.65""},{""faculty_numbers"":""0.99""},{""faculty_numbers"":""9.57""}]","$13,697","1,782","1,393","351","[{""ug_sat"":""Math Range:""},{""ug_sat"":""720""},{""ug_sat"":""630""},{""ug_sat"":""Reading Range:""},{""ug_sat"":""670""},{""ug_sat"":""600""},{""ug_sat"":""Writing Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Combined Range:""},{""ug_sat"":""1380""},{""ug_sat"":""1240""}]","[{""ug_act"":""Math Range:""},{""ug_act"":""31""},{""ug_act"":""26""},{""ug_act"":""Composite Range:""},{""ug_act"":""30""},{""ug_act"":""25""}]","$15,591","137","120","53"
"1553492610-256","http://profiles.asee.org/","The George Washington University","http://profiles.asee.org/profiles/8167/screen/1?school_name=The+George+Washington+University","print entire profile","http://profiles.asee.org/profiles/8167/print_all","PRIVATE","","","","[]","[{""discipline_degrees"":""Biomedical Engineering""},{""discipline_degrees"":""Civil/Environmental Engineering""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Computer Engineering""},{""discipline_degrees"":""Electrical Engineering""},{""discipline_degrees"":""Engineering Management""},{""discipline_degrees"":""Engineering Management""},{""discipline_degrees"":""Engineering Management""},{""discipline_degrees"":""Mechanical Engineering""}]","Non-Teaching, Research","[{""faculty_departments"":""Biomedical Engineering""},{""faculty_departments"":""Civil & Environmental Engineering""},{""faculty_departments"":""Computer Science""},{""faculty_departments"":""Electrical & Computer Engineering""},{""faculty_departments"":""Engineering Management & Systems Engineering""},{""faculty_departments"":""Mechanical & Aerospace Engineering""},{""faculty_departments"":""Undeclared""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""}]","null","null","null","null","[]","[]","null","","null","null"
"1553492906-320","http://profiles.asee.org/","California State University Maritime Academy","http://profiles.asee.org/profiles/8277/screen/1?school_name=California+State+University+Maritime+Academy","print entire profile","http://profiles.asee.org/profiles/8277/print_all","PUBLIC","1,017","29","0","[]","[]","All students take a 9-week summer cruise on a 25,000 horsepower ship and are involved in operation and maintenance of this ship.

All students take either 2 additional summer cruises or (2) 10-week co-ops.","[{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0""},{""faculty_numbers"":""0""}]","null","374","null","null","[]","[]","null","null","null","null"
"1553492831-304","http://profiles.asee.org/","University of California-Santa Cruz","http://profiles.asee.org/profiles/8161/screen/1?school_name=University+of+California-Santa+Cruz","print entire profile","http://profiles.asee.org/profiles/8161/print_all","PUBLIC","17,792","1,908","","[]","[{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Biomedical Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Computer Engineering""},{""discipline_degrees"":""Engineering Management""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Electrical Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""}]","Teaching, Non-Tenure-Track","[{""faculty_departments"":""Applied Mathematics""},{""faculty_departments"":""Biomolecular Engineering""},{""faculty_departments"":""Computational Media""},{""faculty_departments"":""Computer Science and Engineering""},{""faculty_departments"":""Electrical and Computer Engineering""},{""faculty_departments"":""Statistics""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.75""},{""faculty_numbers"":""3.96""},{""faculty_numbers"":""1.64""},{""faculty_numbers"":""3.90""},{""faculty_numbers"":""5.60""},{""faculty_numbers"":""0.49""},{""faculty_numbers"":""16.34""}]","null","9,619","null","null","[{""ug_sat"":""Math Range:""},{""ug_sat"":""33""},{""ug_sat"":""26""},{""ug_sat"":""Composite Range:""},{""ug_sat"":""32""},{""ug_sat"":""25""}]","[]","null","1,939","null","null"
"1553491788-79","http://profiles.asee.org/","University of Waterloo","http://profiles.asee.org/profiles/8131/screen/1?school_name=University+of+Waterloo","print entire profile","http://profiles.asee.org/profiles/8131/print_all","PUBLIC","34,002","5,992","","[]","[{""discipline_degrees"":""Chemical Engineering""},{""discipline_degrees"":""Civil/Environmental Engineering""},{""discipline_degrees"":""Electrical/Computer Engineering""},{""discipline_degrees"":""Engineering Management""},{""discipline_degrees"":""Mechanical Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""}]","Non-Teaching, Research","[{""faculty_departments"":""Chemical Engineering""},{""faculty_departments"":""Civil and Environmental Engineering""},{""faculty_departments"":""Conrad School of Entrepreneurship and Business""},{""faculty_departments"":""Electrical and Computer Engineering""},{""faculty_departments"":""Management Sciences""},{""faculty_departments"":""Mechanical and Mechatronics Engineering""},{""faculty_departments"":""Systems Design Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""}]","null","","null","null","[{""ug_sat"":""Math Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Composite Range:""},{""ug_sat"":""""},{""ug_sat"":""""}]","[]","null","","null","null"
